0x71013c12a0,"MicInput"
0x71013c401e,"GigaClimbTail"
0x71013c402c,"TurnAirL"
0x71013c4035,"GiantJumpKeep"
0x71013c4043,"PushedMove"
0x71013c404e,"PgSquatCharged"
0x71013c405d,"SwimClimbAttack"
0x71013c406d,"SMBoss"
0x71013c4074,"死亡ヒット"
0x71013c4084,"協力ヒップドロップ[開始]"
0x71013c40a8,"右手"
0x71013c40af,"SePfExKuriboRunR"
0x71013c40c0,"SePfExKuriboRunL"
0x71013c40d1,"BoxKuriboStepL"
0x71013c40e0,"SePvDamageLastWater"
0x71013c40f4,"ShortAnimRateEff"
0x71013c4105,"FlightDurationCount"
0x71013c4119,"RaccoonDogFirstFallDamper"
0x71013c4133,"TrampleJumpSideVelRate"
0x71013c414a,"RisingTossedJump"
0x71013c415b,"SquatBrakeSideMaxSpeedRate"
0x71013c4176,"HipDropJumpPermitBeginFrame"
0x71013c4192,"WallClimbJumpPow"
0x71013c41a3,"LongJumpSpeedMin"
0x71013c41b4,"WaitRollingAttackJumpPow"
0x71013c41cd,"SwimSurfaceVerticalOffset"
0x71013c41e7,"ForceSlideSpeedUpRate"
0x71013c41fd,"SlideTiltMaxDegree"
0x71013c4210,"ManekinekoLandFrame"
0x71013c4224,"SeFootNoteDashVolAdd"
0x71013c4239,"PowerUpTanookiWhite"
0x71013c424d,"PgWaterIn"
0x71013c4257,"ObjectData/MarioBoomerangSilhouette"
0x71013c427b,"PlayerSuperStar"
0x71013c428b,"HipDropLandAttack"
0x71013c429d,"DemoSingleModeExplanationOfBowserJr03Loop"
0x71013c42c7,"PgFlyUp"
0x71013c42cf,"無敵モデル"
0x71013c42df,"キノピオ"
0x71013c42ec,"キノピオ探検隊Y"
0x71013c4303,"地蔵"
0x71013c430a,"ClimbFur"
0x71013c4313,"controller_type"
0x71013c4323,"green_stars"
0x71013c432f,"File"
0x71013c4334,"figure_old"
0x71013c433f,"shine_id"
0x71013c4348,"get_shine"
0x71013c4352,"DiveStart"
0x71013c435c,"Grind"
0x71013c4362,"オープニングデモステート"
0x71013c4387,"DummyPlayer"
0x71013c4393,"CameraRailHolder_RS"
0x71013c43a7,"FireBarRoot"
0x71013c43b3,"FlipCircusDoorA"
0x71013c43c3,"GateKeeperChecker"
0x71013c43d5,"KoopaLastBreakWall"
0x71013c43e8,"PrePassPointLight"
0x71013c43fa,"RabbitNpc"
0x71013c4404,"RaftConveyer"
0x71013c4411,"TimerCoinHolder"
0x71013c4421,"Togezo"
0x71013c4428,"エフェクト（プレイヤー）"
0x71013c444d,"ＮＰＣ装飾"
0x71013c445d,"TitleDemo04Stage"
0x71013c446e,"WindowConfirmDouble_Copy"
0x71013c4487,"TitleSingleMode"
0x71013c4497,"UsEs"
0x71013c449c,"CoinBlow30"
0x71013c44a7,"Cloth"
0x71013c44ad,"ボディアタックヒット"
0x71013c44cc,"nvnDeviceGetDepthMode"
0x71013c44e2,"nvnQueueAcquireTexture"
0x71013c44f9,"nvnWindowBuilderGetPresentInterval"
0x71013c451c,"nvnWindowGetCrop"
0x71013c452d,"nvnMemoryPoolGetSize"
0x71013c4542,"nvnMemoryPoolGetFlags"
0x71013c4558,"nvnTextureBuilderSetDepthStencilMode"
0x71013c457d,"nvnTextureViewSetSwizzle"
0x71013c4596,"nvnTextureGetDepthStencilMode"
0x71013c45b4,"nvnPolygonStateSetPolygonMode"
0x71013c45d2,"nvnCommandBufferDrawElementsBaseVertex"
0x71013c45f9,"nvnCommandBufferSaveZCullData"
0x71013c4617,"nvnProgramSetSubroutineLinkage"
0x71013c4636,"nvnCommandBufferInsertDebugMarker"
0x71013c4658,"__CUS_Float_1"
0x71013c4666,"  ParticleSort    WorkSize : %d \n"
0x71013c4688,"vfx system deleted the registered binary. resource id : %d."
0x71013c46c4,"sysCustomShaderCubeSampler2"
0x71013c46e0,"sysCustomShaderCubeArraySampler1"
0x71013c4701,"-----------[Heap]-----------\n"
0x71013c471f,"ConnectionStripeSystem is already initialized.\n"
0x71013c474f,"     FreeList size: %d\n"
0x71013c4767,"sead::CuckooClock"
0x71013c4779,"%.8f"
0x71013c477e,"  block_list_size: %d\n"
0x71013c4795,"amp"
0x71013c4799,"DecompThread"
0x71013c47a6,"CTI1"
0x71013c47ab,"NVN_DEVICE_INFO_MAX_COMPUTE_DISPATCH_WORK_GROUPS_Z"
0x71013c47de,"NVN_DEVICE_INFO_SUPPORTS_MIN_MAX_FILTERING"
0x71013c4809,"NVN_DEVICE_INFO_MAX_3D_TEXTURE_SIZE"
0x71013c482d,"#define AGL_FRAGMENT_SHADER\n#define AGL_VARYING in\n"
0x71013c4861,"#define AGL_COMPUTE_SHADER\n"
0x71013c487d,"cTextureFormat_R16_G16_sNorm"
0x71013c489a,"cTextureFormat_A2_B10_G10_R10_uNorm"
0x71013c48be,"Mem"
0x71013c48c2,"value"
0x71013c48c8,"%s.%s"
0x71013c48ce,"draw_imm"
0x71013c48d7,"fxaa_reprojection"
0x71013c48e9,"light_pre_pass_dev"
0x71013c48fc,"ssii_reduce"
0x71013c4908,"ssii_reduce_g"
0x71013c4916,"glare_filter_depth"
0x71013c4929,"sky_copy_inscatter"
0x71013c493c,"uInvDepthRange"
0x71013c494b,"cIndirectTexParam"
0x71013c495d,"cHemisphereOffsetLocal"
0x71013c4974,"uTextureColor_0"
0x71013c4984,"uTextureDepth"
0x71013c4992,"cSpecPowTable"
0x71013c49a0,"cFrustumCorner2"
0x71013c49b0,"cStep"
0x71013c49b6,"FilterContext"
0x71013c49c4,"cHeightAttenuation"
0x71013c49d7,"cDepthTex"
0x71013c49e1,"Icon = LAYOUT, Security = agl_shader"
0x71013c4a06,"Geometry"
0x71013c4a0f,"インテンシティ"
0x71013c4a25,"flg"
0x71013c4a29,"cSizeViewZenithAngle"
0x71013c4a3e,"デバッグ表示"
0x71013c4a51,"Min=0.0, Max=1.0"
0x71013c4a62,"Hue"
0x71013c4a66,"全体の色"
0x71013c4a73,"サブピクセル処理時のオフセット"
0x71013c4aa1,"Min=1"
0x71013c4aa7,"Detection Intensity"
0x71013c4abb,"Offset"
0x71013c4ac2,"%s_value_start"
0x71013c4ad1,"detect0"
0x71013c4ad9,"Enable DOF far max"
0x71013c4aec,"Min=0.0, Max=10"
0x71013c4afc,"scale"
0x71013c4b02,"aglatex"
0x71013c4b0a,"rg16 uN"
0x71013c4b12,"rg32 sI"
0x71013c4b1a,"ライトと逆方向に回転"
0x71013c4b39,"SizeBaseScale"
0x71013c4b47,"投影点"
0x71013c4b51,"aglenv"
0x71013c4b58,"GroupHeader = %s"
0x71013c4b69,"Icon=FOLDER_RED"
0x71013c4b79,"depth_clamp"
0x71013c4b85,"shadow_map_type"
0x71013c4b95,"Exapand all slices"
0x71013c4ba8,"Use Mem1 for reduction buffer"
0x71013c4bc6,"R10G10B10A2"
0x71013c4bd2,"LetterAnimOn"
0x71013c4bdf,"Color Collection"
0x71013c4bf0,"%s*"
0x71013c4bf4,"cRenderType"
0x71013c4c00,"max"
0x71013c4c04,"Lequal"
0x71013c4c0b,"Equal"
0x71013c4c11,"50"
0x71013c4c14,"2D(IgnorePose)"
0x71013c4c23,"ActorModelDrawDeferredFootPrint"
0x71013c4c43,"２Ｄワイプ"
0x71013c4c53,"YFogPriority"
0x71013c4c60,"YFogConnectAndMove"
0x71013c4c73,"SpeedByTime"
0x71013c4c7f,"スペキュラ方向"
0x71013c4c95,"SpecularDirZ"
0x71013c4ca2,"SpecExpansion"
0x71013c4cb0,"TextureBaseName"
0x71013c4cc0,"PointLightDampPower"
0x71013c4cd4,"AlbedoModeLineLight"
0x71013c4ce8,"BindableNpc"
0x71013c4cf4,"プレイヤーモデル"
0x71013c4d0d,"AddItemNum"
0x71013c4d18,"IsAlive"
0x71013c4d20,"draw_priority"
0x71013c4d2e,"category_light_info_array"
0x71013c4d48,"スケールアニメコントロール"
0x71013c4d70,"far_dist0"
0x71013c4d7a,"マルチ時にぼけ終了深度を補間する"
0x71013c4dab,"Min=-1.f,Max=1.f"
0x71013c4dbc,"BlurCount"
0x71013c4dc6,"UsingCircleMask"
0x71013c4dd6,"CameraMaskBase"
0x71013c4de5,"Compose"
0x71013c4ded,"ストリークタイプ"
0x71013c4e06,"LightStreakInfo"
0x71013c4e16,"OfxPresetName"
0x71013c4e24,"RailPoints"
0x71013c4e2f,"ResourceCategoryTable"
0x71013c4e45,"PasCopyIrradiance"
0x71013c4e57,"SunXRotDegreeInit"
0x71013c4e69,"太陽の動く角速度"
0x71013c4e82,"uCopyDepth"
0x71013c4e8d,"uCamPos"
0x71013c4e95,"_u7"
0x71013c4e99,"agl_scene_model_light"
0x71013c4eaf,"シーンモデルライトパラメータ数"
0x71013c4edd,"6:ぼんやりリム（妖精）"
0x71013c4efe,"Mirror Depth Target"
0x71013c4f12,"PrimitiveOcclusion"
0x71013c4f25,"Min=-10000.0f, Max=10000.0f"
0x71013c4f41,"PlayerAOSO"
0x71013c4f4c,"- %llu\n"
0x71013c4f54,"TurnSpeedDegree"
0x71013c4f64,"AreaSphere"
0x71013c4f6f,"IsDisablePushControl"
0x71013c4f84,"UnitDistance"
0x71013c4f91,"SeResourceStd2nd"
0x71013c4fa2,"ChordList"
0x71013c4fac,"Island05"
0x71013c4fb5,"CenterOffset"
0x71013c4fc2,"OffsetYNear"
0x71013c4fce,"LayoutPosMaxX"
0x71013c4fdc,"Near Distance"
0x71013c4fea,"35m Fixed"
0x71013c4ff4,"Default150"
0x71013c4fff,"IsSetOrthoProjectionInfo"
0x71013c5018,"追随"
0x71013c501f,"uReducedBufferTexel"
0x71013c5033,"GPUパーティクル用ヒープ"
0x71013c5055,"RubyScale"
0x71013c505f,"Year"
0x71013c5064,"NoiseTexture::Simple"
0x71013c5079,"NoiseTexture::WorleyThin3D"
0x71013c5094,"IsConstColor"
0x71013c50a1,"KaleidoscopeDraw"
0x71013c50b2,"temp_lumi_min"
0x71013c50c0,"uTexScreenToneDepth"
0x71013c50d4,"uThreshold"
0x71013c50df,"Min=0.f, Max=300.f"
0x71013c50f2,"IsNeon"
0x71013c50f9,"Min=0.0f, Max=10000.0f"
0x71013c5110,"ノーマルスケール"
0x71013c5129,"uParams1"
0x71013c5132,"View Depth Draw"
0x71013c5142,"BlurQuality"
0x71013c514e,"SeCategoryInfoList"
0x71013c5161,"SePfRunWetEchoBlockL"
0x71013c5176,"SeMeTrapezeSwingBack"
0x71013c518b,"EARLY_REFLECTION_25MS"
0x71013c51a1,"FUSED_HALL"
0x71013c51ac,"３Ｄリング音源"
0x71013c51c2,"SeSyCoin"
0x71013c51cb,"SePmForceDieLava"
0x71013c51dc,"構造体データが作成できませんでした"
0x71013c5210,"CanSpawnGoldSpikes"
0x71013c5223,"PlayerWaterDoubleCheckArea"
0x71013c523e,"ActiveWorld3"
0x71013c524b,"Default"
0x71013c5253,"EyeR"
0x71013c5258,"FallFront"
0x71013c5262,"移動終了"
0x71013c526f,"[状態]コウラアタック"
0x71013c528d,"Phase1"
0x71013c5294,"BunbunSpinArm0"
0x71013c52a3,"HitGround"
0x71013c52ad,"ColorEmission"
0x71013c52bb,"ShellLandWarning"
0x71013c52cc,"LookAt"
0x71013c52d3,"DarkBowserJump"
0x71013c52e2,"JumpLand"
0x71013c52eb,"HrShellHitLastJr"
0x71013c52fc,"HairL1"
0x71013c5303,"PgShellWheelChargeJumpStart"
0x71013c531f,"DemoBattleChaseEndLv2"
0x71013c5335,"WarpJumpEnd02"
0x71013c5343,"WarpProvocation"
0x71013c5353,"LeftUnderThrowSign"
0x71013c5366,"SwitchDeadOn"
0x71013c5373,"BreakWall"
0x71013c537d,"Breath"
0x71013c5384,"Last Phase 3 Fire Flame Sweep Distance"
0x71013c53ab,"LastPhase3Index"
0x71013c53bb,"LastPhase3AntiForceJumpAreaOverride"
0x71013c53df,"TailGrab"
0x71013c53e8,"Start and End Delay Frames"
0x71013c5403,"PgCharge2"
0x71013c540d,"Laser Radius Sensor Player Only"
0x71013c542d,"Laser Angle Min"
0x71013c543d,"Follow Offset Cross Left to Right"
0x71013c545f,"ChaseFireballBegin"
0x71013c5472,"PlessieChaseFireFlames"
0x71013c5489,"ShootOriginOffset"
0x71013c549b,"RingShootTargetYOffset"
0x71013c54b2,"BlackSun"
0x71013c54bb,"CoG Base Height Y Start"
0x71013c54d3,"Foreshadow Spin Speed Rain"
0x71013c54ee,"ChangePhase04"
0x71013c54fc,"BLACK SUN STEP: %d (%d / %d)"
0x71013c5519,"テンタック子蛇"
0x71013c552f,"TentackHeadLv1"
0x71013c553e,"TentacleLv2AppearPoint"
0x71013c5555,"攻撃弾発射[+引っ込み]"
0x71013c5574,"Kinopio Brigade"
0x71013c5584,"Follow"
0x71013c558b,"railEffectTriggerFrame"
0x71013c55a2,"L_parts_02"
0x71013c55ad,"MapDotIconOceanParts"
0x71013c55c2,"icon_BLINK"
0x71013c55cd,"CourseSelectOpenLock"
0x71013c55e2,"ObjectList"
0x71013c55ed,"IlluminationOn3"
0x71013c55fd,"DemoEventGateKeeperW7"
0x71013c5613,"PhaseStartGuide_Phase2_PartB"
0x71013c5630,"StageName"
0x71013c563a,"地形オブジェ[Movement]"
0x71013c5657,"PgWorldRouteDokanCompleted"
0x71013c5672,"Stage"
0x71013c5678,"KillRemainingLinkedActors"
0x71013c5692,"PickupGuide_DualJoycons"
0x71013c56aa,"InitialDelay"
0x71013c56b7,"Blow"
0x71013c56bc,"AttackL"
0x71013c56c4,"JumpSign"
0x71013c56cd,"BulletFlyTime"
0x71013c56db,"WaitCoverd"
0x71013c56e6,"BlowStart"
0x71013c56f0,"CrawlerLauncher"
0x71013c5700,"CrawlerMax"
0x71013c570b,"ReactionTail"
0x71013c5718,"ReactionDamage"
0x71013c5727,"[state]飛行敵プレイヤー発見"
0x71013c574d,"StepDisappear"
0x71013c575b,"TuccondorFur"
0x71013c5768,"SwitchResetPosition"
0x71013c577c,"クリボンのひっくり返り状態"
0x71013c57a4,"水に入った"
0x71013c57b4,"PukupukuFur"
0x71013c57c0,"SwimClimbReaction"
0x71013c57d2,"[state]吹き飛び"
0x71013c57e6,"PgWait"
0x71013c57ed,"SpinFall"
0x71013c57f6,"Kittenten"
0x71013c5800,"ShadowLength"
0x71013c580d,"TestSasakiPukupuku"
0x71013c5820,"PoseModelCollected"
0x71013c5833,"Pages"
0x71013c5839,"ItemConfirm"
0x71013c5845,"ルート土管消滅"
0x71013c585b,"Cloud"
0x71013c5861,"OuterRadiusBegin"
0x71013c5872,"%s_Disaster"
0x71013c587e,"OceanSpikeScale"
0x71013c588e,"TorpedoSpikeRecklessSpawnPointPattern%d"
0x71013c58b6,"TorpedoSpikeBaseOffsetY"
0x71013c58ce,"TorpedoSpikeBaseOffsetFirstX"
0x71013c58eb,"keeslu01FixedPart237"
0x71013c5900,"StandBy"
0x71013c5908,"GigaBell_Pos"
0x71013c5915,"CoinBlow"
0x71013c591e,"TxtScenarioCenter"
0x71013c5930,"ButtonArrowParts"
0x71013c5941,"IconPlayStyle_Sideways"
0x71013c5958,"RightOut"
0x71013c5961,"MenuSrcoll"
0x71013c596c,"CameraGyroMode"
0x71013c597b,"カメラ変更ウィンドウ"
0x71013c599a,"ControlGuideHeader"
0x71013c59ad,"TxtWorld"
0x71013c59b6,"TxtWorld_ds"
0x71013c59c2,"StateData"
0x71013c59cc,"TxtCounterStar"
0x71013c59db,"DRCTouch"
0x71013c59e4,"RaidonRide"
0x71013c59ef,"InkPhase4"
0x71013c59f9,"ParStampDemo"
0x71013c5a06,"CharacterOFF"
0x71013c5a13,"WF"
0x71013c5a16,"ワールド1"
0x71013c5a24,"SetPauseMenuMap"
0x71013c5a34,"PlayInWipeToPlay"
0x71013c5a45,"ColorKinopio"
0x71013c5a52,"TextInfo_OUTRO_Title"
0x71013c5a67,"RCS_SaveData_Gen"
0x71013c5a78,"MapAppear"
0x71013c5a82,"Set2PAssistSameJoyConOff"
0x71013c5a9b,"ParCounterScore"
0x71013c5aab,"タイムアップレイアウト"
0x71013c5acd,"タイトルロゴ"
0x71013c5ae0,"Cursor7"
0x71013c5ae8,"コメント"
0x71013c5af5,"SetPositionHigh"
0x71013c5b05,"ParRemoconNum5"
0x71013c5b14,"Ranking"
0x71013c5b1c,"  CPU"
0x71013c5b22,"    Ratio++"
0x71013c5b2e,"AND %02X      "
0x71013c5b3d,"undef phk_4b"
0x71013c5b4a,"undef eor_4f"
0x71013c5b57,"undef eor_57"
0x71013c5b64,"undef cmp_c7"
0x71013c5b71,"CPX %02X      "
0x71013c5b80,"プレイヤー全員居るかチェックエリアグループ"
0x71013c5bc0,"StateRouteDokanOut"
0x71013c5bd3,"GuideBalloonPosition"
0x71013c5be8,"OffWaitAnim"
0x71013c5bf4,"パーツリスト"
0x71013c5c07,"PgMoveBase"
0x71013c5c12,"HalfDown"
0x71013c5c1b,"IsWideRangeLight"
0x71013c5c2c,"LvShuffle"
0x71013c5c36,"Attach"
0x71013c5c3d,"JumpHipDrop"
0x71013c5c49,"FlyWaitDashWater"
0x71013c5c5a,"BoxKuribo"
0x71013c5c64,"残留モデル"
0x71013c5c74,"RabbitAppear"
0x71013c5c81,"TimerFaster"
0x71013c5c8d,"ShakeBefore"
0x71013c5c99,"SpeedMode"
0x71013c5ca3,"CloudBonusSky"
0x71013c5cb1,"WatchedCoins"
0x71013c5cbe,"ThroughWaterBottom"
0x71013c5cd1,"Construct"
0x71013c5cdb," (PAUSED)"
0x71013c5ce5,"Disappear Day Transition Frame"
0x71013c5d04,"SkyDisasterHard"
0x71013c5d14,"巨大マリオ吹き飛び"
0x71013c5d30,"BlinkL"
0x71013c5d37,"isCutScene"
0x71013c5d42,"DRC Touch Pointer(Transparent)"
0x71013c5d61,"エコー発生点"
0x71013c5d74,"EnterCatMarioRock"
0x71013c5d86,"登場!ネコマリオ中景ロケット"
0x71013c5daf,"6M"
0x71013c5db2,"FlingPoleCatch"
0x71013c5dc1,"TreeHandStandWait"
0x71013c5dd3,"FlingPoleGuide_SingleJoycons"
0x71013c5df0,"FlingPoleGuide_DualJoycons"
0x71013c5e0b,"FlowerRhythm"
0x71013c5e18,"MarginFrameOutHeight"
0x71013c5e2d,"ExplainDemoOn"
0x71013c5e3b,"UnlockNoCutscene"
0x71013c5e4c,"Path Circle Move Distance"
0x71013c5e66,"Path Atom Rotate Speed"
0x71013c5e7d,"ReleaseW7"
0x71013c5e87,"ゴールポール逃げるステート"
0x71013c5eaf,"SwitchSoundOn"
0x71013c5ebd,"沈みチェックエリア"
0x71013c5ed9,"SlideY"
0x71013c5ee0,"着地X面"
0x71013c5eeb,"FrontStart"
0x71013c5ef6,"BlowTime"
0x71013c5eff,"ClimbSquatWalk"
0x71013c5f0e,"TreeWait"
0x71013c5f17,"CannonFlyLand"
0x71013c5f25,"SwimStandWait"
0x71013c5f33,"After_2"
0x71013c5f3b,"巨大キノコ"
0x71013c5f4b,"無敵このは"
0x71013c5f5b,"SwitchOnOffAppear"
0x71013c5f6d,"半アタリ床"
0x71013c5f7d,"Graffiti"
0x71013c5f86,"PaintB"
0x71013c5f8d,"KouraGuide_DualJoycons"
0x71013c5fa4,"UseShadow"
0x71013c5fae,"FlagCameraInStep"
0x71013c5fbf,"MoveAccel"
0x71013c5fc9,"WaterSSR"
0x71013c5fd2,"DisasterCubeMapUnitName"
0x71013c5fea,"WaveFactorDampDistMax"
0x71013c6000,"SurfNormalMapScale"
0x71013c6013,"IsLimitJointMove"
0x71013c6024,"紫色"
0x71013c602b,"完成"
0x71013c6032,"ダメージなし反転"
0x71013c604b,"RightDown"
0x71013c6055,"isDisplayOnce"
0x71013c6063,"JumpGuide_DualJoycons"
0x71013c6079,"HelpGuide"
0x71013c6083,"IsPlaySign"
0x71013c608e,"SpotLightPatroller"
0x71013c60a1,"Fovy40"
0x71013c60a8,"FieryRoll4"
0x71013c60b3,"PgStampInvalid"
0x71013c60c2,"OneTimeScrollStepLink"
0x71013c60d8,"ObjectData/KinopioMini"
0x71013c60ef,"ObjectData/SuperBell"
0x71013c6104,"金のコウラ用コイン"
0x71013c6120,"足場リスト"
0x71013c6130,"ReturnAngleH"
0x71013c613d,"GateReact"
0x71013c6147,"OffWaitInactive"
0x71013c6157,"TrapezeWait"
0x71013c6163,"TreeFurryBreak"
0x71013c6172,"放出コイン"
0x71013c6182,"WaterAreaMoveModel"
0x71013c6195,"CheckCollision"
0x71013c61a4,"木箱Zプリパスモデル"
0x71013c61c1,"はやしだ"
0x71013c61ce,"n1981"
0x71013c61d4,"コージ"
0x71013c61de,"n2229"
0x71013c61e4,"ベルリー"
0x71013c61f1,"kikuchi"
0x71013c61f9,"Ｄｏｒｏｒｏｎ"
0x71013c620f,"残機数10以下"
0x71013c6221,"JointFront"
0x71013c622c,"MinLookAtFrame"
0x71013c623b,"DisasterAura"
0x71013c6248,"DisasterAnticipation"
0x71013c625d,"MoveStartDistance"
0x71013c626f,"RabbitInitPlacePoint"
0x71013c6284,"IsAppearItemQuickly"
0x71013c6298,"DemoRosettaAppearance2"
0x71013c62af,"GigaBrake"
0x71013c62b9,"TrampleJumpBack"
0x71013c62c9,"GigaBodyAttack"
0x71013c62d8,"PgSlipOnIce"
0x71013c62e4,"JumpSuperStar"
0x71013c62f2,"SwimLand"
0x71013c62fb,"ライトボックス"
0x71013c6311," %02X"
0x71013c6317,"ClimbGiga"
0x71013c6321,"FootLand"
0x71013c632a,"SePvGetStar"
0x71013c6336,"BodyRadius"
0x71013c6341,"DashSignAnimFrameMax"
0x71013c6356,"JumpHVelSamplingNum"
0x71013c636a,"TrampleJumpGravity"
0x71013c637d,"SquatHighJumpPow"
0x71013c638e,"RaccoonDogNormalRollingSideMaxSpeed"
0x71013c63b2,"NormalRollingAttackJumpGravity"
0x71013c63d1,"StandSwimRisePower"
0x71013c63e4,"SwimKickAccel"
0x71013c63f2,"SwimSurfaceStartDist"
0x71013c6407,"SwimSurfaceEndDistShort"
0x71013c641f,"SlideJumpHVelScale"
0x71013c6432,"SpinAttackSensorOnFrame"
0x71013c644a,"KnockDownVelH"
0x71013c6458,"GroomingMinInterval"
0x71013c646c,"GigaClimbDashAnimRateMax"
0x71013c6485,"GigaLongJumpFastJumpPow"
0x71013c649d,"GigaWallClimbDashMaxSpeed"
0x71013c64b7,"GigaWallClimbMaxSideSpeed"
0x71013c64d1,"FlashRangeAttackDegreeScale"
0x71013c64ed,"PgWaterOut"
0x71013c64f8,"ObjectData/MarioMiniAnimationDemoKoopa"
0x71013c651f,"SetBalloonBowserJr"
0x71013c6532,"DemoSingleModeExplanationOfBowserJr03"
0x71013c6558,"埋まっているオブジェクト"
0x71013c657d,"トゲの実"
0x71013c658a,"MoveRun"
0x71013c6592,"MoveDashStart"
0x71013c65a0,"ピーチ"
0x71013c65aa,"cam_ctrl_horz"
0x71013c65b8,"world_id"
0x71013c65c1,"rtt_min_msec"
0x71013c65ce,"ScreenWet"
0x71013c65d8,"GoalTurnL"
0x71013c65e2,"AirStart"
0x71013c65eb,"PgFallEnd"
0x71013c65f5,"PgGoIntoWater"
0x71013c6603,"ChaseGigaBellHit"
0x71013c6614,"PgSplash"
0x71013c661d,"PgItemTakenOff"
0x71013c662c,"起動画面"
0x71013c6639,"LighthouseSimple"
0x71013c664a,"Lantern"
0x71013c6652,"RotateMapParts"
0x71013c6661,"SwingMapParts"
0x71013c666f,"コインx10"
0x71013c667c,"ステージ開始デモ"
0x71013c6695,"ＮＰＣ"
0x71013c669f,"DRCアシスト"
0x71013c66af,"TopMenuScene"
0x71013c66bc,"FirstClearKinopioBrigade"
0x71013c66d5,"FirstClearDrcTouchStage_Handheld"
0x71013c66f6,"Island%d_Scenario%d"
0x71013c670a,"NormalStage"
0x71013c6716,"StageType"
0x71013c6720,"CoinInfinity"
0x71013c672d,"Soil"
0x71013c6732,"キック甲羅ヒット[壊れ]"
0x71013c6753,"nvnDeviceGetProcAddress"
0x71013c676b,"nvnDeviceWalkDebugDatabase"
0x71013c6786,"nvnSamplerPoolRegisterSampler"
0x71013c67a4,"nvnBufferGetAddress"
0x71013c67b8,"nvnMultisampleStateSetCoverageToColorOutput"
0x71013c67e4,"nvnMultisampleStateGetSampleLocationsGridEnable"
0x71013c6814,"nvnCommandBufferBindTransformFeedbackBuffer"
0x71013c6840,"nvnCommandBufferGetMemoryCallbackData"
0x71013c6866,"nvnSyncFinalize"
0x71013c6876,"DragButton"
0x71013c6881,"uTexture%d"
0x71013c688c,"ArchiveShader-%s.bnsh"
0x71013c68a2,"Stripe            WorkSize : %d \n"
0x71013c68c4,"Invalid EmitterSet has been detected. Invalidates handle."
0x71013c68fe,"sysPosDeltaBuff"
0x71013c690e,"sysCustomShaderTextureArraySampler0"
0x71013c6932,"sysCustomShaderTextureArraySampler3"
0x71013c6956,"sysCustomShaderShadowSampler3"
0x71013c6974,"Alignment Unmatched Error!!! Please check your binary file.\n"
0x71013c69b1,"Emitter        Num :%8d\n"
0x71013c69cc,"Task"
0x71013c69d1,"JPja, USen, USes, USfr, USpt, EUen, EUes, EUfr, EUde, EUit, EUpt, EUnl, EUru, KRko, CNzh, TWzh"
0x71013c6a30," Inf"
0x71013c6a35,"Apr"
0x71013c6a39,"Nov"
0x71013c6a3d,"---"
0x71013c6a41,"NVN_DEVICE_INFO_COLOR_BUFFER_BINDINGS"
0x71013c6a67,"NVN_DEVICE_INFO_MEMPOOL_TEXTURE_OBJECT_PAGE_ALIGNMENT"
0x71013c6a9d,"NVN_DEVICE_INFO_SUPPORTS_CONSERVATIVE_RASTER"
0x71013c6aca,"NVN_DEVICE_INFO_MAX_SAMPLE_LOCATION_TABLE_ENTRIES"
0x71013c6afc,"NVN_DEVICE_INFO_QUEUE_COMMAND_MEMORY_GRANULARITY"
0x71013c6b2d,"#define AGL_FRAGMENT_SHADER\n#define AGL_VARYING in\nprecision highp float;\nprecision highp int;\n"
0x71013c6b8d,"cTextureFormat_R16_G16_sInt"
0x71013c6ba9,"cTextureFormat_R32_G32_sInt"
0x71013c6bc5,"cTextureFormat_R16_G16_B16_A16_float"
0x71013c6bea,"cTextureFormat_R32_G32_B32_A32_float"
0x71013c6c0f,"MipLevel"
0x71013c6c18,"color_2d_array_quad"
0x71013c6c2c,"uint_array"
0x71013c6c37,"texture_cube_map_array"
0x71013c6c4e,"smaa_weight_calculation"
0x71013c6c66,"depth_shadow_debug"
0x71013c6c79,"cubemap_sh"
0x71013c6c84,"uTextureColor_3"
0x71013c6c94,"cLumaCoeff"
0x71013c6c9f,"cNearFar"
0x71013c6ca8,"cFrameRCP"
0x71013c6cb2,"cTexWidthInv"
0x71013c6cbf,"uParam0"
0x71013c6cc7,"sTexHead"
0x71013c6cd0,"cTextureMask"
0x71013c6cdd,"cFrustumCorner"
0x71013c6cec,"cBias"
0x71013c6cf2,"cWeight"
0x71013c6cfa,"cRayParamF"
0x71013c6d05,"Uniform"
0x71013c6d0d,"scatter_fog_density"
0x71013c6d21,"delta J"
0x71013c6d29,"param_list"
0x71013c6d34,"define"
0x71013c6d3b,"Comment=You can disable %s while leaving the settings the same by removing the check "
0x71013c6d91,"comp_sel_g"
0x71013c6d9c,"reduce_temp"
0x71013c6da8,"ぼかし最大半径"
0x71013c6dbe,"リプロジェクション"
0x71013c6dda,"DEBUG_NO"
0x71013c6de3,"Variable Distance Min"
0x71013c6df9,"depth_offset"
0x71013c6e06,"%sthreshold_range"
0x71013c6e18,"Near enable"
0x71013c6e24,"Mode=RGBOnly, Max=2"
0x71013c6e38,"TextureInfo%d"
0x71013c6e46,"r8 uN"
0x71013c6e4c,"rg8 uI"
0x71013c6e53,"rg8 sI"
0x71013c6e5a,"a1bgr5 uN"
0x71013c6e64,"rg16 f"
0x71013c6e6b,"rgba16 uN"
0x71013c6e75,"IsEnableRotateInv%d"
